year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_denominator,analysis_value
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36105,Sullivan County,NEW YORK,Rural,All,"undefined",63439
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36107,Tioga County,NEW YORK,Urban,All,"undefined",42409
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36109,Tompkins County,NEW YORK,Urban,All,"undefined",40280
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36111,Ulster County,NEW YORK,Urban,All,"undefined",52875
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36113,Warren County,NEW YORK,Urban,All,"undefined",42552
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36115,Washington County,NEW YORK,Urban,All,"undefined",51163
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36117,Wayne County,NEW YORK,Urban,All,"undefined",48780
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36119,Westchester County,NEW YORK,Urban,All,"undefined",72067
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36121,Wyoming County,NEW YORK,Rural,All,"undefined",54323
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,36123,Yates County,NEW YORK,Rural,All,"undefined",40934
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37001,Alamance County,NORTH CAROLINA,Urban,All,"undefined",46689
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37003,Alexander County,NORTH CAROLINA,Urban,All,"undefined",52046
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37005,Alleghany County,NORTH CAROLINA,Rural,All,"undefined",51350
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37007,Anson County,NORTH CAROLINA,Urban,All,"undefined",57316
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37009,Ashe County,NORTH CAROLINA,Rural,All,"undefined",38079
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37011,Avery County,NORTH CAROLINA,Rural,All,"undefined",55196
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37013,Beaufort County,NORTH CAROLINA,Rural,All,"undefined",43440
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37015,Bertie County,NORTH CAROLINA,Rural,All,"undefined",67290
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37017,Bladen County,NORTH CAROLINA,Rural,All,"undefined",48708
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37019,Brunswick County,NORTH CAROLINA,Urban,All,"undefined",47264
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37021,Buncombe County,NORTH CAROLINA,Urban,All,"undefined",40187
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37023,Burke County,NORTH CAROLINA,Urban,All,"undefined",44608
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37025,Cabarrus County,NORTH CAROLINA,Urban,All,"undefined",45331
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37027,Caldwell County,NORTH CAROLINA,Urban,All,"undefined",41552
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37029,Camden County,NORTH CAROLINA,Rural,All,"undefined",59440
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37031,Carteret County,NORTH CAROLINA,Rural,All,"undefined",47760
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37033,Caswell County,NORTH CAROLINA,Rural,All,"undefined",40169
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37035,Catawba County,NORTH CAROLINA,Urban,All,"undefined",42386
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37037,Chatham County,NORTH CAROLINA,Urban,All,"undefined",47289
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37039,Cherokee County,NORTH CAROLINA,Rural,All,"undefined",40807
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37041,Chowan County,NORTH CAROLINA,Rural,All,"undefined",55113
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37043,Clay County,NORTH CAROLINA,Rural,All,"undefined",36775
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37045,Cleveland County,NORTH CAROLINA,Rural,All,"undefined",45457
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37047,Columbus County,NORTH CAROLINA,Rural,All,"undefined",51107
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37049,Craven County,NORTH CAROLINA,Rural,All,"undefined",38779
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37051,Cumberland County,NORTH CAROLINA,Urban,All,"undefined",49333
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37053,Currituck County,NORTH CAROLINA,Urban,All,"undefined",46532
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37055,Dare County,NORTH CAROLINA,Rural,All,"undefined",56923
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37057,Davidson County,NORTH CAROLINA,Rural,All,"undefined",49842
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37059,Davie County,NORTH CAROLINA,Urban,All,"undefined",44456
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37061,Duplin County,NORTH CAROLINA,Rural,All,"undefined",46682
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37063,Durham County,NORTH CAROLINA,Urban,All,"undefined",56008
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37065,Edgecombe County,NORTH CAROLINA,Urban,All,"undefined",49852
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37067,Forsyth County,NORTH CAROLINA,Urban,All,"undefined",50547
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37069,Franklin County,NORTH CAROLINA,Urban,All,"undefined",51331
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37071,Gaston County,NORTH CAROLINA,Urban,All,"undefined",49275
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37073,Gates County,NORTH CAROLINA,Rural,All,"undefined",34102
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37075,Graham County,NORTH CAROLINA,Rural,All,"undefined",43636
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37077,Granville County,NORTH CAROLINA,Rural,All,"undefined",47207
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37079,Greene County,NORTH CAROLINA,Urban,All,"undefined",52406
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37081,Guilford County,NORTH CAROLINA,Urban,All,"undefined",45486
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37083,Halifax County,NORTH CAROLINA,Rural,All,"undefined",51227
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37085,Harnett County,NORTH CAROLINA,Rural,All,"undefined",53573
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37087,Haywood County,NORTH CAROLINA,Urban,All,"undefined",35332
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37089,Henderson County,NORTH CAROLINA,Urban,All,"undefined",36614
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37091,Hertford County,NORTH CAROLINA,Rural,All,"undefined",64845
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37093,Hoke County,NORTH CAROLINA,Urban,All,"undefined",51896
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37095,Hyde County,NORTH CAROLINA,Rural,All,"undefined",43424
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37097,Iredell County,NORTH CAROLINA,Rural,All,"undefined",48759
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37099,Jackson County,NORTH CAROLINA,Rural,All,"undefined",42389
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37101,Johnston County,NORTH CAROLINA,Urban,All,"undefined",47242
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37103,Jones County,NORTH CAROLINA,Rural,All,"undefined",53933
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37105,Lee County,NORTH CAROLINA,Rural,All,"undefined",49101
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37107,Lenoir County,NORTH CAROLINA,Rural,All,"undefined",47964
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37109,Lincoln County,NORTH CAROLINA,Rural,All,"undefined",51344
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37111,McDowell County,NORTH CAROLINA,Rural,All,"undefined",44116
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37113,Macon County,NORTH CAROLINA,Rural,All,"undefined",30645
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37115,Madison County,NORTH CAROLINA,Urban,All,"undefined",35559
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37117,Martin County,NORTH CAROLINA,Rural,All,"undefined",62748
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37119,Mecklenburg County,NORTH CAROLINA,Urban,All,"undefined",47632
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37121,Mitchell County,NORTH CAROLINA,Rural,All,"undefined",35455
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37123,Montgomery County,NORTH CAROLINA,Rural,All,"undefined",41581
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37125,Moore County,NORTH CAROLINA,Rural,All,"undefined",42223
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37127,Nash County,NORTH CAROLINA,Urban,All,"undefined",50774
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37129,New Hanover County,NORTH CAROLINA,Urban,All,"undefined",48677
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37131,Northampton County,NORTH CAROLINA,Rural,All,"undefined",44395
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37133,Onslow County,NORTH CAROLINA,Urban,All,"undefined",47704
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37135,Orange County,NORTH CAROLINA,Urban,All,"undefined",58324
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37137,Pamlico County,NORTH CAROLINA,Rural,All,"undefined",53832
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37139,Pasquotank County,NORTH CAROLINA,Rural,All,"undefined",42243
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37141,Pender County,NORTH CAROLINA,Urban,All,"undefined",56075
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37143,Perquimans County,NORTH CAROLINA,Rural,All,"undefined",37304
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37145,Person County,NORTH CAROLINA,Urban,All,"undefined",44254
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37147,Pitt County,NORTH CAROLINA,Urban,All,"undefined",49715
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37149,Polk County,NORTH CAROLINA,Rural,All,"undefined",34937
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37151,Randolph County,NORTH CAROLINA,Urban,All,"undefined",46979
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37153,Richmond County,NORTH CAROLINA,Rural,All,"undefined",46803
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37155,Robeson County,NORTH CAROLINA,Rural,All,"undefined",61059
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37157,Rockingham County,NORTH CAROLINA,Urban,All,"undefined",44958
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37159,Rowan County,NORTH CAROLINA,Rural,All,"undefined",42586
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37161,Rutherford County,NORTH CAROLINA,Rural,All,"undefined",46045
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37163,Sampson County,NORTH CAROLINA,Rural,All,"undefined",44202
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37165,Scotland County,NORTH CAROLINA,Rural,All,"undefined",50573
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37167,Stanly County,NORTH CAROLINA,Urban,All,"undefined",46260
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37169,Stokes County,NORTH CAROLINA,Urban,All,"undefined",29547
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37171,Surry County,NORTH CAROLINA,Rural,All,"undefined",38517
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37173,Swain County,NORTH CAROLINA,Rural,All,"undefined",43294
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37175,Transylvania County,NORTH CAROLINA,Rural,All,"undefined",30297
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37179,Union County,NORTH CAROLINA,Urban,All,"undefined",44697
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37181,Vance County,NORTH CAROLINA,Rural,All,"undefined",44375
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37183,Wake County,NORTH CAROLINA,Urban,All,"undefined",45147
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37185,Warren County,NORTH CAROLINA,Rural,All,"undefined",49287
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37187,Washington County,NORTH CAROLINA,Rural,All,"undefined",60877
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37189,Watauga County,NORTH CAROLINA,Rural,All,"undefined",41424
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37191,Wayne County,NORTH CAROLINA,Urban,All,"undefined",50139
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37193,Wilkes County,NORTH CAROLINA,Rural,All,"undefined",43898
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37195,Wilson County,NORTH CAROLINA,Rural,All,"undefined",50008
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37197,Yadkin County,NORTH CAROLINA,Urban,All,"undefined",36652
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,37199,Yancey County,NORTH CAROLINA,Rural,All,"undefined",27976
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38003,Barnes County,NORTH DAKOTA,Rural,All,"undefined",44037
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38009,Bottineau County,NORTH DAKOTA,Rural,All,"undefined",42405
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38015,Burleigh County,NORTH DAKOTA,Urban,All,"undefined",36699
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38017,Cass County,NORTH DAKOTA,Urban,All,"undefined",48092
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38021,Dickey County,NORTH DAKOTA,Rural,All,"undefined",57855
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38035,Grand Forks County,NORTH DAKOTA,Urban,All,"undefined",47286
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38045,LaMoure County,NORTH DAKOTA,Rural,All,"undefined",46396
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38049,McHenry County,NORTH DAKOTA,Rural,All,"undefined",38773
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38051,McIntosh County,NORTH DAKOTA,Rural,All,"undefined",51653
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38055,McLean County,NORTH DAKOTA,Rural,All,"undefined",27039
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38057,Mercer County,NORTH DAKOTA,Rural,All,"undefined",31480
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38059,Morton County,NORTH DAKOTA,Urban,All,"undefined",36588
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38061,Mountrail County,NORTH DAKOTA,Rural,All,"undefined",52268
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38067,Pembina County,NORTH DAKOTA,Rural,All,"undefined",65526
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38071,Ramsey County,NORTH DAKOTA,Rural,All,"undefined",55991
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38073,Ransom County,NORTH DAKOTA,Rural,All,"undefined",39168
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38077,Richland County,NORTH DAKOTA,Rural,All,"undefined",44069
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38079,Rolette County,NORTH DAKOTA,Rural,All,"undefined",60854
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38081,Sargent County,NORTH DAKOTA,Rural,All,"undefined",56314
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38089,Stark County,NORTH DAKOTA,Rural,All,"undefined",42210
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38093,Stutsman County,NORTH DAKOTA,Rural,All,"undefined",54507
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38097,Traill County,NORTH DAKOTA,Rural,All,"undefined",51772
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38099,Walsh County,NORTH DAKOTA,Rural,All,"undefined",34111
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38101,Ward County,NORTH DAKOTA,Rural,All,"undefined",54724
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,38105,Williams County,NORTH DAKOTA,Rural,All,"undefined",69926
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39001,Adams County,OHIO,Rural,All,"undefined",69606
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39003,Allen County,OHIO,Urban,All,"undefined",44063
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39005,Ashland County,OHIO,Rural,All,"undefined",45413
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39007,Ashtabula County,OHIO,Rural,All,"undefined",59018
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39009,Athens County,OHIO,Rural,All,"undefined",45131
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39011,Auglaize County,OHIO,Rural,All,"undefined",48325
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39013,Belmont County,OHIO,Urban,All,"undefined",52586
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39015,Brown County,OHIO,Urban,All,"undefined",46927
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39017,Butler County,OHIO,Urban,All,"undefined",49947
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39019,Carroll County,OHIO,Urban,All,"undefined",46251
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39021,Champaign County,OHIO,Rural,All,"undefined",54612
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39023,Clark County,OHIO,Urban,All,"undefined",56278
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39025,Clermont County,OHIO,Urban,All,"undefined",49982
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,39027,Clinton County,OHIO,Rural,All,"undefined",58334
